user,url,id,desc,music,likes,comments,shares,views,date,challenges,duration
lois_ni,https://m.tiktok.com/v/7174657112662904069,7174657112662904069,Jetta Mk3 proyecto 🚗🐕 . . . . . . . . #jettamk3 #jetta #vw #vr6 #carroproyecto #carroviejo #golf #mk3 #jetta2.0 #volkswagen #swap #mascotas ,Al Cesar Lo Del Cesar,56800,446,108,1100000,2022-12-08 06:14:02+00:00,"volkswagen, carroproyecto, carroviejo, vw, mk3, jetta2, jetta, golf, jettamk3, vr6, mascotas, swap",78
pequenogeniooficial,https://m.tiktok.com/v/7245765241575869702,7245765241575869702,Sabia dessa? #vw #carros #volkswagen #golf #passat #jetta #volkswagengolf #fy #fyp #foryou #fypage ,som original,56700,270,186,383200,2023-06-17 21:09:50+00:00,"jetta, vw, carros, volkswagen, passat, fypage, golf, volkswagengolf, foryou, fyp, fy",85
tlsbackcars,https://m.tiktok.com/v/7203014391606807813,7203014391606807813,#volkswagen  #jetta  #prf  #mulherdirigindo  ,som original,56500,994,384,1400000,2023-02-22 16:14:40+00:00,"jetta, prf, mulherdirigindo, volkswagen",21
big__papa22,https://m.tiktok.com/v/6925075458220379397,6925075458220379397,"Just a old draft, go ask questions in the q/a in my bio🙃 #GetReadyWithOldSpice #ThisorThatSBLV #volkswagen #diesel #dieseltrucking #jetta #fyp",Zanzibar,56500,1380,4300,440300,2021-02-03 16:29:48+00:00,"dieseltrucking, GetReadyWithOldSpice, ThisorThatSBLV, volkswagen, diesel, jetta, fyp",9
icycruze,https://m.tiktok.com/v/7229895360158649642,7229895360158649642,👀 sheesh  #cleartheworld #cleartaillights #jetta #volkswagen #fyp ,Hot Boy (feat. Lil Baby),56300,422,1093,2300000,2023-05-06 02:46:39+00:00,"fyp, cleartheworld, cleartaillights, jetta, volkswagen",8
vagovod0110,https://m.tiktok.com/v/7150915939175877894,7150915939175877894,Когда ты не боишься смерти…ты больше ничего не боишься. #харьков #украина #fypシ #авто #топ #car #jetta #vw ,оригинальный звук,56000,320,1932,607200,2022-10-05 06:46:20+00:00,"украина, fypシ, топ, car, jetta, vw, авто, харьков",25
cjbmotorsports,https://m.tiktok.com/v/7084608715730455814,7084608715730455814,#clubjettabogota #cjbmotorsports #clubjetta #vwjettagli #jetta #vw #volkswagen #jettamk4life💛😎🤙 #jettamk4 #jettamk4🥰 #jettamk4club #jettamk4☘️ #jettamk4forlife #jettamk4gli #jettamk4tuning #jettamk4life #vwjettamk4 #vwjettamk4🇩🇪 #vwjettamk4amorporlosautos #ilovejetta #i❤️jetta #vwjetta,sonido original,55900,445,1309,905000,2022-04-09 14:20:08+00:00,"jettamk4life, jettamk4club, jettamk4🥰, jettamk4life💛😎🤙, i❤️jetta, vwjettamk4, clubjettabogota, jettamk4tuning, jettamk4gli, jettamk4forlife, vwjettagli, vwjettamk4🇩🇪, ilovejetta, jettamk4☘️, vwjetta, cjbmotorsports, jettamk4, jetta, vwjettamk4amorporlosautos, clubjetta, vw, volkswagen",160
exoticscuu,https://m.tiktok.com/v/7177191970211679493,7177191970211679493,Ahora si que “jala a madre bro” 😂 #jetta #jettagli #jettagliconcept #tiktokautos #humor #cupra #vw #volkswagen ,Vivaldi-Four Season-Spring-1,55800,306,694,830000,2022-12-15 02:10:34+00:00,"humor, cupra, vw, volkswagen, jetta, jettagli, jettagliconcept, tiktokautos",64
hedef27_coilover_,https://m.tiktok.com/v/7026389222856641794,7026389222856641794,#CapCut  #hedef #amortisör #coilover #golf #passat #jetta #polo,orijinal ses,111000,315,4500,1800000,2021-11-03 16:58:48+00:00,"coilover, jetta, hedef, amortisör, capcut, golf, passat, polo",15
paixaorebaixados,https://m.tiktok.com/v/7002848650644737286,7002848650644737286,pega a visão rapaziada...😍#fy #fypシ #vaiprofybct😡🗡️ #fixa #rebaixados #suspencaoaar #jetta,som original,55500,152,5384,625800,2021-09-01 06:29:24+00:00,"vaiprofybct😡🗡️, fixa, rebaixados, jetta, suspencaoaar, fy, fypシ",30
issa_gli,https://m.tiktok.com/v/7193028088039542059,7193028088039542059,german cars>>> #fyp #goviral #mk4 #gli #jetta #vw #335i #bmw #golfr ,Wetard Nation,55200,519,1969,318900,2023-01-26 18:23:06+00:00,"goviral, jetta, fyp, vw, 335i, mk4, golfr, gli, bmw",7
elbandolero93,https://m.tiktok.com/v/6927003441025895685,6927003441025895685,#jetta #volkswagen #vag #tunerlifestyle #crazy #carsoftiktok #fyp #foryoupage,Originalton,55200,504,6580,881400,2021-02-08 21:11:21+00:00,"jetta, vag, tunerlifestyle, volkswagen, crazy, carsoftiktok, fyp, foryoupage",59
i4tbanger,https://m.tiktok.com/v/7138139395433008427,7138139395433008427,Old vid but had too😭 #cartiktok #carsoftiktok #carguy #fyp #cartik #cartok #cars #caroftiktok #carstiktok #car #cars #r8 #vw #jetta #mk6 #5cylinder #5cyl,God help me I got a race car,55000,269,348,1300000,2022-08-31 20:26:32+00:00,"cartok, cartik, car, fyp, cars, vw, jetta, carstiktok, mk6, carsoftiktok, 5cylinder, caroftiktok, r8, 5cyl, cartiktok, carguy",6
gli_derick,https://m.tiktok.com/v/7049766471135825158,7049766471135825158,inspired by @get_scared22 🤝#volkswagen #vw #mk6 #cars #carsoftiktok #cartok #carhub #jetta #mk6jetta #camber #bagged #airlift #stance #slammed,original sound,54900,398,1832,465000,2022-01-05 16:54:26+00:00,"airlift, carhub, carsoftiktok, bagged, vw, slammed, mk6, camber, volkswagen, mk6jetta, jetta, cars, cartok, stance",11
mzp.garage,https://m.tiktok.com/v/7229356659968085253,7229356659968085253,Aiii🥵 #Funk #FunkNoCapCut #trend #viral #fy #TikTokPromote #May4th #jetta #gli #jettagli #carros ,Ela Voltou de Perna Bamba,108800,357,1616,800600,2023-05-04 15:56:07+00:00,"fy, funknocapcut, may4th, gli, trend, funk, TikTokPromote, jetta, jettagli, viral, carros",10
pyrit_rline,https://m.tiktok.com/v/7067205189551312133,7067205189551312133,Que dia engraçado 🤣 #vw #audi #jetta #passat #tt #cc #carsoftiktok #carrosbrasil,som original,54400,195,223,321200,2022-02-21 16:45:34+00:00,"carsoftiktok, carrosbrasil, vw, audi, jetta, passat, tt, cc",30
gusta_moraes133,https://m.tiktok.com/v/7148157839511457030,7148157839511457030,😂😂🥰#drift #cars #car #jetta #jettamk5 #chuva #amantedecarro #resenha ,Tokyo(抖音完整版),54100,386,1097,1200000,2022-09-27 20:23:16+00:00,"cars, car, jetta, chuva, resenha, jettamk5, amantedecarro, drift",20
marcos_pesado,https://m.tiktok.com/v/7257985341536111877,7257985341536111877,Jetta golf Fusca tsi e tudo que tem direito 💥💥💥 #jetta #golf #fuscatsi #foryou ,som original,54000,731,596,813600,2023-07-20 19:30:02+00:00,"foryou, jetta, fuscatsi, golf",65
tdihastodie,https://m.tiktok.com/v/7020478665943272710,7020478665943272710,Sorry not sorry 😂 #irishcarscene #irishcarcurlture #irish #tdi #vwgolf #mk6golf #jetta #passat #reeky #reekybus #reekyyoke #ireland #irishdrivers #fy,original sound,53600,151,273,525100,2021-10-18 18:42:47+00:00,"passat, jetta, irish, reeky, mk6golf, fy, ireland, vwgolf, irishdrivers, tdi, reekybus, irishcarscene, reekyyoke, irishcarcurlture",30
aprendemecanic,https://m.tiktok.com/v/7213729742690864390,7213729742690864390,No arracaba #mecanicaautomotriz #parati #foryoupage #volkswagen #jetta #autos #mecanica ,sonido original,53500,199,1138,2500000,2023-03-23 13:15:44+00:00,"jetta, autos, mecanica, mecanicaautomotriz, parati, foryoupage, volkswagen",27
herculesgomess,https://m.tiktok.com/v/7247099145855585542,7247099145855585542,Será que conseguimos bater 10k de seguidores? 😅 #paravoce #viral #carros #4x4 #gol #jetta #golf ,Fuego,53500,1115,1730,2000000,2023-06-21 11:26:02+00:00,"carros, 4x4, gol, jetta, golf, paravoce, viral",6
paulukevin_,https://m.tiktok.com/v/7133308294768250117,7133308294768250117,#jetta #vw #gearhead #carsoftiktok #cars #carros,MEGA DO TIMBALAND,53300,226,1773,446500,2022-08-18 19:59:26+00:00,"gearhead, carsoftiktok, cars, carros, jetta, vw",18
collided.photography,https://m.tiktok.com/v/7018730184383663366,7018730184383663366,#carwash #sadtalks #quotes #jetta #blackandwhite #heartbreak💔  #lies💔 #💔💔,original sound,53100,799,8877,371700,2021-10-14 01:37:47+00:00,"jetta, heartbreak💔, lies💔, carwash, quotes, blackandwhite, 💔💔, sadtalks",43
iamlegendndis,https://m.tiktok.com/v/7023411923177721094,7023411923177721094,#volkswagen #vw #jettamk5 #jetta  #voiceeffects #trending #fyp #fypシ #carsoftiktok #carguy #5cylinder #engines,original sound,53000,476,260,891300,2021-10-26 16:25:19+00:00,"engines, voiceeffects, trending, fypシ, fyp, 5cylinder, volkswagen, jetta, carsoftiktok, carguy, jettamk5, vw",13
midbmws,https://m.tiktok.com/v/7069077664635702533,7069077664635702533,Good luck next time #bmw #Volkswagen #jetta #slow #shitbox #fypシ #cartok,original sound,52500,396,2071,962300,2022-02-26 17:51:44+00:00,"bmw, jetta, slow, fypシ, cartok, volkswagen, shitbox",13
elbandolero93,https://m.tiktok.com/v/6939387335461047558,6939387335461047558,#jetta #passat #golf #mk7 #volkswagen #vag #vw #cars #carsoftiktok #tuning #tunerlifestyle #lifestyle #lovesong #foryoupage#fyp#fürdich#pourtoi#perte,Drive Forever - Remix,52300,520,4846,576000,2021-03-14 06:07:08+00:00,"fürdich, carsoftiktok, volkswagen, perte, jetta, vag, cars, tuning, lifestyle, fyp, tunerlifestyle, passat, foryoupage, golf, mk7, pourtoi, lovesong, vw",59
leandroosousa99,https://m.tiktok.com/v/7145461753562893574,7145461753562893574,#CapCut  #fypシ #fyp #trend #trending #jetta #jettatsi #jettatsibrasil #tsi #jettabr #jettagli #Gti #golfgti #carrosbaixos #lowcars #ventotsi #Rebaixados #meuvw #bgtx #Vwjetta #volkswagen #dumped #cars #carspotting #sdv #lowcarbbrasil #vwjetta #GolfGti #Jettagli #golfmk8 #jetta #jettatsibrasil #jettamk6 #jettagli #trending #trend #up #uptsi ,som original,52200,371,3189,1600000,2022-09-20 14:01:05+00:00,"capcut, jettabr, lowcars, rebaixados, vwjetta, fypシ, jetta, up, gti, jettagli, jettatsibrasil, uptsi, fyp, jettatsi, golfgti, trend, dumped, golfmk8, cars, lowcarbbrasil, ventotsi, trending, bgtx, tsi, jettamk6, meuvw, carspotting, carrosbaixos, sdv, volkswagen",8
lucas.faccina,https://m.tiktok.com/v/7108387880753466630,7108387880753466630,Responder @rafaelmarsil_ acho que seu mecânico estava enganado hein! #fyy #lucasfaccina #tiktok #instagram #viral #jetta #vw,som original,52100,840,2958,1300000,2022-06-12 16:15:28+00:00,"instagram, viral, jetta, vw, fyy, lucasfaccina, tiktok",106
absenttminded,https://m.tiktok.com/v/6939633902206078214,6939633902206078214,#foryoupage #foryou #fyp #vw #jetta #girlswhodrivemanual,original sound,51900,657,3888,427900,2021-03-14 22:03:51+00:00,"foryoupage, foryou, fyp, jetta, vw, girlswhodrivemanual",13
exoticscuu,https://m.tiktok.com/v/6981836461591055622,6981836461591055622,Quien más MAMA el #jetta ❓❔😌 #vw #vr6 #jdm #germancar #racing #tuning #humor #lol #volkswagen #mexico #verdades,The Four Seasons,51100,473,1173,613700,2021-07-06 15:31:21+00:00,"tuning, germancar, vw, racing, humor, mexico, vr6, lol, volkswagen, jdm, verdades, jetta",20
z33kam,https://m.tiktok.com/v/6977452503269002502,6977452503269002502,New tune on the Gli is obnoxious￼😂 #mk4 #mk4gli #gli #burbletune #burble #2step #2stepchallenge #jetta #FordMaverick #JuntosImparables,original sound,50900,618,1259,296800,2021-06-24 19:59:20+00:00,"burble, 2stepchallenge, burbletune, JuntosImparables, FordMaverick, gli, 2step, jetta, mk4gli, mk4",20
rynmkntn,https://m.tiktok.com/v/6853228831503944965,6853228831503944965,the homies #fyp #bagged #brz #focus #st #static #jetta #car #cars #gti #stance,"...And To Those I Love, Thanks For Sticking Around",50800,291,512,350900,2020-07-25 01:48:04+00:00,"focus, bagged, static, stance, cars, gti, st, brz, car, jetta, fyp",29
autoscrismx,https://m.tiktok.com/v/7207420156220329222,7207420156220329222,Jetta 1991 #tianguisdeautos #autosusados #autoscrismx #ventadeautos #bazardeautos #jetta #Volkswagen ,sonido original,50800,419,755,2200000,2023-03-06 13:11:21+00:00,"autosusados, ventadeautos, volkswagen, tianguisdeautos, autoscrismx, bazardeautos, jetta",87
caleb_davis6,https://m.tiktok.com/v/7168624221868985646,7168624221868985646,I get this way to much.  #fyp #fypシ #cars #carsoftiktok #volkswagen #jetta ,původní zvuk,50500,653,71,652600,2022-11-22 00:03:19+00:00,"carsoftiktok, volkswagen, jetta, fyp, fypシ, cars",8
victor.costa23,https://m.tiktok.com/v/7058382700524145925,7058382700524145925,#jettamk6 #jetta #turbo #turboterapia #gearhead #carguy #car #jettatsi #vw,som original,50400,393,2217,970800,2022-01-28 22:09:48+00:00,"carguy, jettatsi, vw, gearhead, turboterapia, jetta, car, jettamk6, turbo",8
tdihastodie,https://m.tiktok.com/v/7020401504385355014,7020401504385355014,Who wins? 🚗 #irishcarscene #irishcarculture #tdi #passat #jetta #reekybus #reekyyoke #reeky #irishdrivers #ireland #eire #vwgolf #fyp #evo #d4 #fypp,original sound,50200,229,1663,498800,2021-10-18 13:43:23+00:00,"ireland, d4, evo, irishcarscene, irishdrivers, fypp, jetta, irishcarculture, passat, reekyyoke, reeky, vwgolf, fyp, eire, reekybus, tdi",27
frikicarland,https://m.tiktok.com/v/6918411117677120770,6918411117677120770,Responder a @jonathanlebas volkswagen jetta mk3 #fypシ #foryoupage #xyzbca #volkswagen #jetta #tuning #stance #widebody #mexico,original sound,50000,1058,1393,298000,2021-01-16 17:28:36+00:00,"jetta, fypシ, volkswagen, widebody, mexico, foryoupage, stance, tuning, xyzbca",18
auntydean,https://m.tiktok.com/v/7233478942550723845,7233478942550723845,Clean from afar but far from clean 🧼  #volkswagen #jetta #carsoftiktok #cartok #fyp #trending #explore #stance #bora #mk4 #gli #bbs #turbo #2step,K A R E E M _ S A Y F I,50000,149,1126,1100000,2023-05-15 18:32:41+00:00,"jetta, explore, turbo, bbs, gli, volkswagen, cartok, mk4, stance, bora, 2step, trending, fyp, carsoftiktok",8
lowargoficial,https://m.tiktok.com/v/7226354001405545733,7226354001405545733,Vento 😎 #vento #volkswagenvento #jettagli #jetta ,3k Videos y Sale el tema,49900,87,715,292600,2023-04-26 13:44:17+00:00,"vento, jetta, volkswagenvento, jettagli",22
yzautopartsstore,https://m.tiktok.com/v/7128602909939338501,7128602909939338501,Old Jetta car door interior #autotuning #vwretroit #volkswagenupgrade #electricseats #vw #jetta,原聲,49400,155,2313,1100000,2022-08-06 03:40:12+00:00,"vw, jetta, volkswagenupgrade, electricseats, autotuning, vwretroit",59
theproject_mkv,https://m.tiktok.com/v/7217839419733069062,7217839419733069062,👀👀 . . . . #volkswagen #carrosdub #trend #volkswagenlovers #jettamk5 #foryou #vaiprofycaramba #jetta #5cilindros #jettaconfortline #fypp #viralvideo #vw #jettatsi #jettagli #blumenau #blumenausc ,som original,49300,283,395,848900,2023-04-03 15:03:21+00:00,"blumenausc, trend, 5cilindros, foryou, vw, jettamk5, jettaconfortline, blumenau, jetta, fypp, carrosdub, jettagli, volkswagenlovers, jettatsi, viralvideo, volkswagen, vaiprofycaramba",9
jhonscujia,https://m.tiktok.com/v/6820995335612091654,6820995335612091654,Familia jetta guajira #jetta #gli,Ты мой кайф,49300,84,332,2100000,2020-04-29 05:05:39+00:00,"jetta, gli",6
fabaogarage,https://m.tiktok.com/v/7005181705631862022,7005181705631862022,A cara do freio 😅 #explorar #fyp #viral #carrolacrado #pelicula #jetta #jettaodossonhos #jettarebaixado #jettabrasil #vidroescuro,som original,49200,289,2100,600100,2021-09-07 13:22:47+00:00,"fyp, viral, jettarebaixado, vidroescuro, carrolacrado, pelicula, jettaodossonhos, jettabrasil, explorar, jetta",12
itssjettaa,https://m.tiktok.com/v/6857534990838697221,6857534990838697221,Pov: my crush and her friends are around my friends and I start making them laugh and shoot my shot in a goofy way 🤣#jetta #fyp #foryourpage,original sound,49100,174,163,227900,2020-08-05 16:18:11+00:00,"jetta, fyp, foryourpage",7
itssjettaa,https://m.tiktok.com/v/6924690792426540293,6924690792426540293,Draft 😔 #foryou #rockincollege #viral #jetta,original sound,49100,1927,694,411800,2021-02-02 15:37:08+00:00,"jetta, RockinCollege, foryou, viral",12
lupien2302,https://m.tiktok.com/v/6958295021057510661,6958295021057510661,,original sound,49000,396,1485,337600,2021-05-04 04:58:37+00:00,"turbo, sad, only, wistle, friend, friends, girls, fyp, no, volkswagen, jetta, sutututu, slow",7
lavidamodernadeguisho,https://m.tiktok.com/v/7193784319410851078,7193784319410851078,Como olvidar las veces que me han hecho bajar para revisarme a mi y al auto. #vw #volkswagen #bora #víbora #jetta #turbo #k03s #speed #low #tuned #tuning #car #cars #carpron #funny #meme #humor #audiosparatiktok #tiktok #viral #fyp #foryourpage #Avellaneda #Buenosaires #Argentina ,sonido original,48900,321,1540,1600000,2023-01-28 19:17:17+00:00,"volkswagen, meme, vw, jetta, low, car, tuned, carpron, viral, bora, argentina, tiktok, foryourpage, avellaneda, turbo, buenosaires, speed, audiosparatiktok, víbora, fyp, tuning, humor, cars, funny, k03s",10
baxtersanz,https://m.tiktok.com/v/7196554899323096325,7196554899323096325,Mensajes que dan gusto🙊 #viral #tiktok #cars #mx #fyp #jetta #vr6  ,sonido original,48700,0,3154,1400000,2023-02-05 06:28:47+00:00,"tiktok, cars, mx, fyp, jetta, vr6, viral",5
rod.saldana,https://m.tiktok.com/v/7164470716455292166,7164470716455292166,#volkswagen #jetta #jettamk4 #jettavr6 #vwmexico #jettagli #volkswagenjetta #bebitofiufiu ,sonido original,48500,1463,413,623000,2022-11-10 19:25:33+00:00,"jetta, bebitofiufiu, volkswagenjetta, jettamk4, jettavr6, vwmexico, jettagli, volkswagen",17
exoticscuu,https://m.tiktok.com/v/7001911727688256773,7001911727688256773,Responder a @mikenateras 🤣🤣🤣 vean nomas esta ensartada #jetta #gli #mazda #cx5 #racing #vw #volkswagen #humor #lol,The Four Seasons,48500,1037,3491,752700,2021-08-29 17:53:35+00:00,"humor, gli, jetta, mazda, cx5, volkswagen, vw, lol, racing",20
brothers_vag,https://m.tiktok.com/v/7081023318836448518,7081023318836448518,Cambiando estereo por pantalla Carplay! Siganos en nuestra página de Ig y Fb para que chequen nuestros productos 🫶🏼 #brothersvag #audi #seat #cupraseat #jetta,sonido original,48300,667,979,471900,2022-03-30 22:26:58+00:00,"jetta, brothersvag, cupraseat, audi, seat",61
furia_tsi,https://m.tiktok.com/v/7187995679027907845,7187995679027907845,"Até hj tenho trauma desse dia, sumiu da minha visão em segundos #fypシ #jetta #gearhead #jettarline #jettamk7 #status #fyp #lancer #tiktokcar #turbina #bocade09 #foryou #CapCut ",som original,48200,217,301,398200,2023-01-13 04:54:29+00:00,"bocade09, fypシ, jettarline, jetta, turbina, tiktokcar, status, jettamk7, foryou, fyp, gearhead, capcut, lancer",7
thefastsaga0,https://m.tiktok.com/v/7062142939258014981,7062142939258014981,"Yo no delato a nadie, jamás. 🔥 #dom #dominic #toretto #dominictoretto #johnnytran #rapidosyfuriosos #vindiesel #rickyune #jetta #honda2000 @thefastsaga @vindiesel",Bandoleros,48100,110,245,658900,2022-02-08 01:21:28+00:00,"vindiesel, rickyune, johnnytran, honda2000, jetta, dominictoretto, dom, toretto, dominic, rapidosyfuriosos",102
jdm_lik,https://m.tiktok.com/v/7119246461753134341,7119246461753134341,ночной активчик 🤔#vaz #ваз #vw #jetta #2101 #top #auto #машина #rec #tuning #stailing,оригинальный звук,48000,160,239,743500,2022-07-11 22:32:19+00:00,"jetta, ваз, top, auto, машина, rec, tuning, vaz, 2101, stailing, vw",13
pyrit_rline,https://m.tiktok.com/v/7103530880005573893,7103530880005573893,"Vou começar a mandar um Pix pra ajudar na gasolina dos emocionados, me vê e acelera🤣 #civicsi #jetta #cars #fycar #viral #carsoftiktok #carsedit #honda #volkswagen",som original,48000,155,148,597600,2022-05-30 14:07:50+00:00,"jetta, carsoftiktok, carsedit, cars, fycar, viral, honda, volkswagen, civicsi",8
itssjettaa,https://m.tiktok.com/v/6859460814340885765,6859460814340885765,Rickkyyyy I Did it again 🚨💪🏽🤣#fyp #jetta #foryourpage,RICKY DESKTOP JOSEPH BLACK I HOPEUMISSME FLIP,48000,835,447,340200,2020-08-10 20:51:21+00:00,"fyp, jetta, foryourpage",11
exoticscuu,https://m.tiktok.com/v/7015267118174276870,7015267118174276870,JETTA Para que vean que no todo es malo 😌 #tiktokautos #carsoftiktok #vw #volkswagen #jetta #humor #gli #tiktokcars,Voices Of Springtime - Op. 410,47900,914,374,405800,2021-10-04 17:39:20+00:00,"tiktokcars, volkswagen, tiktokautos, carsoftiktok, vw, jetta, humor, gli",39
ibrahimkurt.t,https://m.tiktok.com/v/6873813400367975681,6873813400367975681,Yeterki siz şehit olmayın biz cezayada razıyız🙏🇹🇷 #hatay #antakya #volkswagen #jetta #volkswagenjetta #keşfet,orijinal ses,47900,299,114,1800000,2020-09-18 13:06:41+00:00,"antakya, volkswagen, jetta, volkswagenjetta, keşfet, hatay",10
z33kam,https://m.tiktok.com/v/7076728698044435755,7076728698044435755,Us vuse owners #SeeHerGreatness #fyp #350z #macysownyourstyle #fypシ #vuse #carmaintenance #volkswagen #jetta #trending #funny #nicotine #nissan #nissan350z #carday,original sound,47700,189,811,1100000,2022-03-19 08:41:41+00:00,"nissan, fyp, volkswagen, SeeHerGreatness, funny, carmaintenance, trending, macysownyourstyle, 350z, nicotine, carday, jetta, fypシ, vuse, nissan350z",5
passa.045,https://m.tiktok.com/v/7001206111189634305,7001206111189634305,Çizildi Sadece Ya 😂#arabalar #kazavideoları #ünalturan58 #Jetta #wolswagen,orijinal ses,46800,71,799,2000000,2021-08-27 20:15:26+00:00,"wolswagen, arabalar, kazavideoları, ünalturan58, jetta",9
black.325i,https://m.tiktok.com/v/7122208824282385670,7122208824282385670,"Ao pedido de @ifndkdijff88766 e também @biel._88 , fiz do marea 🥶 / #bmw #DiaDoFutebol #jetta #335i #memes #humorbr #vaiprofyinferno👺🔪",som original,46800,476,1378,388200,2022-07-19 22:07:49+00:00,"335i, bmw, jetta, memes, humorbr, vaiprofyinferno👺🔪, diadofutebol",17
rnzstg3,https://m.tiktok.com/v/7236119752949730566,7236119752949730566,Confia #jetta #viral #fy ,som original,46700,33,267,154400,2023-05-22 21:20:26+00:00,"fy, jetta, viral",6
rafaelanzz,https://m.tiktok.com/v/7027240373474888966,7027240373474888966,Responder @uelderjunioro aff jetta é um sonho de consumo né 🤤 #fy #foryou #foryoupage #fyp #foryourpage #jetta #viral,som original,46700,625,1363,903400,2021-11-06 00:01:40+00:00,"fyp, foryourpage, jetta, viral, fy, foryou, foryoupage",5
darirobles,https://m.tiktok.com/v/7074028319510957318,7074028319510957318,No se que me pasa amig@s.   :(   #viral #tiktok #parati #pueblamexico #mk3 #jetta #vento #volkswagengti #jettamk3,original sound,46700,252,2222,500000,2022-03-12 02:02:49+00:00,"vento, mk3, parati, jetta, pueblamexico, viral, volkswagengti, tiktok, jettamk3",15
el5papi,https://m.tiktok.com/v/7009224492945902854,7009224492945902854,Reply to @userpdgp6w0twh #IDeserveTuitionContest #volkswagen #ZFlipClackdown #vw #assortitschallenge #hersmile #toxic #simp #jetta,original sound,46600,423,84,942100,2021-09-18 10:50:52+00:00,"jetta, hersmile, toxic, ZFlipClackdown, simp, volkswagen, IDeserveTuitionContest, assortitschallenge, vw",10
projects.car,https://m.tiktok.com/v/7017918007137619206,7017918007137619206,FOGO NO PARQUINHO 🔥 #uptsi #carrobrasil #volkswagen #volkswagengti #jetta #trend #carrosrebaixados,som original,46600,1124,5469,780600,2021-10-11 21:06:07+00:00,"trend, carrobrasil, carrosrebaixados, uptsi, volkswagen, volkswagengti, jetta",20
exoticscuu,https://m.tiktok.com/v/7259585588091800838,7259585588091800838,Verdades que duelen del #nurburgring 🤓 #bmw #porsche #humor #tiktokautos #mazda #mx5 #miata #cupra #jetta #volkswagen ,Vivaldi-Four Season-Spring-1,46300,202,511,272200,2023-07-25 02:59:49+00:00,"tiktokautos, bmw, mazda, cupra, miata, jetta, volkswagen, porsche, humor, nurburgring, mx5",96
jorgeob,https://m.tiktok.com/v/6937026276993649926,6937026276993649926,#volkswagen#jetta#gli#hotwheels,telepatía,46300,132,156,222700,2021-03-07 21:24:56+00:00,"gli, volkswagen, jetta, hotwheels",55
ckargarage,https://m.tiktok.com/v/7145944363187621125,7145944363187621125,"Ckar Garage no YouTube, segue lá...🤟🏻🤟🏻#jetta#jettarline#jettagli#jettamk#volkswagen#vw#virtus#polo#adrenalinabycs#ckargarage @ckargarage",som original,46200,229,22100,2400000,2022-09-21 21:13:51+00:00,"volkswagen, virtus, ckargarage, jettarline, jettagli, vw, adrenalinabycs, jettamk, jetta, polo",59
antoine_peredo,https://m.tiktok.com/v/6920370159572045061,6920370159572045061,#fyp #foryou #parati #fortoupage esos son amigos jaja #humor #viral #vw #jetta #amigos,sonido original,46000,148,2018,455400,2021-01-22 00:10:54+00:00,"fortoupage, viral, vw, amigos, fyp, foryou, jetta, parati, humor",7
imdatgucer,https://m.tiktok.com/v/7104647745603980546,7104647745603980546,BEĞENDİNİZ’Mi ? #kaplama #jetta #araba #modifiye #gaziantep #jettaairlines✈️🖤 #air,orijinal ses,45700,205,168,1600000,2022-06-02 14:21:49+00:00,"modifiye, jettaairlines✈️🖤, jetta, araba, gaziantep, air, kaplama",10
garagem_apr,https://m.tiktok.com/v/7182564742932794629,7182564742932794629,#CapCut #vwjettamk7 #vwjetta #jettaconfortline #jetta2019🚀 #jetta #jettaodossonhos #vw #volkswagen #cartok #carsoftiktok #fyp #fypシ #cars #foryoupage #carguys #cartokhub #gearhead #gearheads ,som original,45600,146,486,462000,2022-12-29 13:39:38+00:00,"cars, vwjetta, vw, jetta, carguys, jettaodossonhos, cartokhub, vwjettamk7, jettaconfortline, volkswagen, gearheads, gearhead, capcut, jetta2019🚀, carsoftiktok, cartok, fypシ, foryoupage, fyp",8
tokio_tokioo,https://m.tiktok.com/v/7050695641223204102,7050695641223204102,¿Quien es fan del Jetta Mk3?✋🏻#parati #fypシ #rapidosyfuriosos #jetta #mk3 #tunning #low #carreras #paratii #tiktok,sonido original,45600,121,581,918800,2022-01-08 05:00:07+00:00,"jetta, fypシ, tiktok, tunning, low, rapidosyfuriosos, paratii, parati, carreras, mk3",60
bs_exhausts,https://m.tiktok.com/v/7224871204673342746,7224871204673342746,B5 passat Piped 👌 #b5passat #vw #passat #tdi #agri #agriculture #bsexhausts #irishcarscene #fyp #fypシ #carsoftiktok #remap #dieselpower #bora #jetta #mint ,original sound,45500,85,568,542000,2023-04-22 13:50:15+00:00,"fypシ, bora, carsoftiktok, jetta, fyp, tdi, agri, remap, irishcarscene, dieselpower, mint, bsexhausts, passat, vw, b5passat, agriculture",9
